target,context
":  But, you know, I think when, uh, when I was in college, I was always buying like just cheap stuff --","[':  Yeah, right.', "":  So I just said well, hell with it, I'll just go out and get a nice camera."", ':  Uh-huh.', ':  But, uh, so I took it back, and, uh, I bought a, I bought a more expensive camera.', ':  Uh-huh.']"
":  Yeah, and I think, uh, the way I was raised, my parents always, uh, used to buy stuff that had a good quality name on it, and, you know, they knew the quality of it before they bought it.","["":  And you don't ever, anyhow, I've never had any problems in returning anything --"", ':  Yeah.', "":  -- that I've bought that I feel that, you know, was worth the money that you --"", ':  Uh-huh.', ':  -- paid for it.']"
:  You'd think that they would have wrote a letter or at least a telephone call --,"['They just sent it to me.', ':  Just sent it to you.', ':  Yeah.', "":  That's weird [laughter]."", ':  [Laughter].']"
":  Yes, yeah, I think, uh.","[""Isn't that a, uh, uh, see, can't you get records through that or something, recordings?"", ':  You can get recordings.', 'Uh, they know have them on compact disc or --', ':  Uh-huh.', ':  -- or, uh, or cassettes or L P -s, and, uh, they do their, they do a lot of original recordings themselves.']"
":  Well, I think it's really important to know these things if you can.","[':  You did?', ':  Yes, #I took the whole thing out# --', ':  #Well bless your heart.#', ':  -- and I fixed it.', ':  [Laughter].']"
":  Well, I think that's wonderful.","[':  Yes, #I took the whole thing out# --', ':  #Well bless your heart.#', ':  -- and I fixed it.', ':  [Laughter].', "":  Well, I think it's really important to know these things if you can.""]"
:  -- I think that's great.,"[':  [Laughter].', "":  Well, I think it's really important to know these things if you can."", "":  Well, I think that's wonderful."", 'I mean [laughter] --', ':  But, uh [laughter].']"
":  I think they earn their money, I do.","[':  [Laughter].', ':  and start branching out [laughter].', "":  No, I don't think I want to work on too many people's cars."", ""That's hard work."", ':  It is.']"
":  Oh, I think that's fun.","[':  -- and, uh, I gave one of them JUNGLE BOOK and one of them --', ':  [Laughter].', ':  -- FANTASIA for Christmas this year, and it was one --', ':  Oh.', ':  -- of their favorite gifts, so [laughter].']"
:  I think that is good.,"[':  -- there were a lot of, um, my son loves science programs --', ':  Yeah.', ':  -- and, um, we would all just stop and watch whatever the mountain lions were doing or --', ':  Yes.', ':  -- whatever was going on.']"
"I think we've had, one, two, three --","[':  [Laughter].', ':  Uh, and we had a sixty-five and then we had this eighty-two.', ':  Uh-huh.', "":  So we, we really can't complain about Oldsmobiles, really."", "":  Yeah, we've been real pleased with ours.""]"
"I always thought I would like to try a foreign made car, but, boy, with all the auto workers being laid off, makes me feel guilty [laughter].","["":  So, but I don't know, we'll, we're going to be in the market for a car, probably in the next year and [breathing], the financing is always something we consider, you know, the four percent or when they --"", ':  Uh-huh.', ':  -- give good financing through the, the motor company.', ':  Uh-huh.', "":  But, I don't know what we're going to buy.""]"
":  Yeah, I think, uh --","['How, how do you see most of the world now, uh, uh, the country spending time with their children?', "":  I see a real growing trend for families going back into the home, where a lot more people if they really can, can make a tight budget, they're going back to where the women take care of the children at home."", ':  And not working so much to --', ':  And not working, #not#', ':  -- #live,# live in the fancy homes and drive the nice cars.']"
":  -- and I think that trend is, is slowing down.","["":  -- I personally see that happening, maybe I'm not in the right neighborhood, but --"", ':  Uh-huh.', ':  -- I really do see it, a big trend toward that, and people even not waiting as late in life as they had been.', 'I know for a while that there were people waiting to have their families --', ':  Uh-huh.']"
":  -- that I think children without support are really, they're missing out a lot.","["":  -- and it just means so much, and I, I try to be there, but I don't get to go all the time."", "":  Well, I agree, it, it's really important to me to support my family --"", ':  Uh-huh.', ':  -- to support my children and to support the children of my brother and sister, too --', ':  Uh-huh.']"
":  Yeah, I think, I work for a public school system, district --","['@:  Uh, I would say the medical, uh, group insurance area --', ':  Uh-huh.', ':  -- as far as, uh, covering medical costs for yourself or family members.', ':  Uh-huh.', 'Well, um, does your company have good benefits in that, in that regard?']"
":  I think the biggest frustration is because of the cost of insurance going up every year, our district has had to alter, uh, you know, change companies, or now we're on a managed care thing, which has stressed a lot of people out --","[':  Uh-huh.', "":  -- and, uh, so it's different than a company where most companies fund almost the entire thing, where the school district does, um, the employee must pick up a greater figure in the way of, uh, costs."", ':  Oh, yeah.', "":  But overall, um, I've been pleased with it over the years."", ':  Uh-huh.']"
"Yeah, I would think that that type of employment, you're, you're, one day you might be really tuned in and the next day, oh, a little luke warm or something --","["":  Well, um, I'm not actually on the teaching faculty, but we have a large research organization associated with the university, and that's who I work with."", ':  Okay.', "":  Um, and we're given, you know, a good bit of flexibility in what we do."", 'We can kind of pursue our own interests in terms of the research areas that we study.', "":  Well, that's good.""]"
":  Yeah, um, I think about the only candidates that are out there that are, you know, anti, anti war on drugs, or vis-a-vis war on rights, is, uh, pretty much to your libertarian candidates, which, um, I personally have some doubts as to whether any of them can get elected.","[':  Well, so we can have a conversation on, on agreeing with one another #today, right,#', ':  #[Laughter].#', '@:  because [laughter] we keep working to see if we can find any candidates who will help us change the, the trend that we have, seem to have of --', ':  Uh-huh.', "":  -- interfering with people's personal life.""]"
":  -- because I think that current employment, you know, continuation of employment should be based on performance.","[':  Uh-huh.', ':  -- than I can allowing them to spot test or random --', ':  Yeah.', ':  -- test people who are currently employed --', ':  Yeah.']"
"Right now I think really the only debt we have is our house and,","[':  How do I handle my own account?', ':  Your, your own budget [laughter].', "":  Uh, well, the first part of be-, of, of a good budget or a good financial planner is to, uh, number one, don't have any debt."", 'So, yes, being debt free is very important and keeping a budget, uh, below your income is important also.', ':  Huh.']"
"Uh, so I think when [laughter], when it comes to that time period, we are going to need to watch our, our funds a little bit more.","[""You know, it's not that rigid, uh,"", ':  Well, a budget does not have to be rigid.', "":  Um, uh, I know, though, I'm expecting and, uh, we're thinking about cutting down to one salary, and so when it comes down to that, that is going to be quite a change in our [lipsmack] income because I'm --"", ':  Sure.', ':  -- not quite fifty percent, but, maybe forty percent of our income is based on mine.']"
":  And I, I think our thing right now is the way the interest rates are, a-, uh, well, that's in our goals, I guess for this ((year)), first quarter is to examine our financial standing, you know, and try to decide how we want to invest our money because right now the, the, uh, interest rates on everything seems to be so low that, you know, I don't really see any benefit over, uh, [breathing] oh, I can't remember what we compared it to, but over putting your money in, say, a C D or Market Money account or something over just a regular savings.","["":  Oh, it's real financial planning, but we're talking about budgeting, so --"", ':  Uh,', ':  -- that is very smart to do.', "":  And then my husband has done the same thing with his payments so it's just more to us not necessarily setting up for another car, but just going into savings."", ':  Uh-huh.']"
