target,context
"PhylogenyLeidy himself believed Omosaurus to be a marine reptile, probably a plesiosaur, suspecting the remains were referable to some already named genus.","['The teeth were described as being rather straight, slightly curved inwards, conical and pointed with a length of up to one inch.', 'They had two edges at the inside and a D-shaped cross-section with the convex part positioned at the outer side.', 'The surface of the teeth was smooth with little wrinkles, running vertically at the inside and horizontally at the outside.', 'The vertebrae were amphicoelous and constricted at the waist, with a length of about three centimetres and somewhat taller than wide in cross-section.', 'The scute was ornamented with a fan-shaped pattern of splitting ridges.']"
"However John Dunkin, writing in 1815, believed that the fact that the Southborough had been part of a manor belonging to the Bishop of Rochester made the story ""fabulous, or at least exaggerated by the mistakes of the ignorant rustics.""","['By the mid-19th century it remained a hamlet, with a few large houses and about 16 cottages.', ""A description of Southborough is given in Charles Freeman's History, Antiquities, Improvements, &c.  of the Parish of Bromley, Kent, published in 1832."", 'Southborough is situated from Bromley nearly two miles: it contains about sixteen houses, among which are the pleasant seats of Abraham Welland, Esq., the late Governor Cameron, and others.', 'Some of the premises here, from their appearance, would indicate their erection to have taken place many years ago.', '""Local tradition had it the hamlet had once been  the court of a baron with the right to carry out executions, and  that a gatehouse that had once stood on a farm there had been his prison.']"
"In the Sanskrit epics, the Gopa Rashtra (Gopa kingdom) of central and western India is believed to have been ruled by Shri Krishna.",[]
Worship of bangles and presentation of bangles to married women is believed to be productive for an ideal married life to the person whoso worships and presents them.,['Balle Mallarada Puje is a Hindu marriage ritual performed in some parts of Karnataka.']
He is believed by ancient historians to have introduced the zodiac (beginning with Aries and Sagittarius) and the solar calendar.,"['Cleostratus (; b. c. 520 BC; d. possibly 432 BC) was an astronomer of ancient Greece.', 'He was a native of Tenedos.']"
"The lake is believed to be named for Jean Baptiste Lolo, as is nearby Mount Lolo, who was also known as St. Paul, or Chief St. Paul, and served as an interpreter at Fort Kamloops and became regarded as a chief by the local Secwepemc people, though of Iroquois and French Canadian origin.","['Paul Lake Provincial Park is a provincial park in British Columbia, Canada, located southwest of Heffley Lake and to the northeast of the city of Kamloops.']"
The Zulu people of the area believe it to be a large serpent with an equine head.,"['The Inkanyamba is a legendary serpent said to be living in a waterfall lake area in the northern forests near Pietermaritzburg most commonly in the base of Howick Falls, South Africa.']"
"Most active in the summer months, it is believed that the Inkanyamba's anger causes the seasonal storms.","['The Inkanyamba is a legendary serpent said to be living in a waterfall lake area in the northern forests near Pietermaritzburg most commonly in the base of Howick Falls, South Africa.', 'The Zulu people of the area believe it to be a large serpent with an equine head.', 'It is a very tall creature.']"
The Zulu people believed that when you make eye contact with the Inkanyamba you are in danger of losing your life.,"['The Inkanyamba is a legendary serpent said to be living in a waterfall lake area in the northern forests near Pietermaritzburg most commonly in the base of Howick Falls, South Africa.', 'The Zulu people of the area believe it to be a large serpent with an equine head.', 'It is a very tall creature.', ""Most active in the summer months, it is believed that the Inkanyamba's anger causes the seasonal storms.""]"
"This confluence is believed to mark the meeting point of three prominent mountain ranges: the Hindu Kush, the Himalaya, and the Karakoram ranges..","['The Gilgit River () is a tributary of the Indus River, flowing through various districts of Gilgit-Baltistan, including Gupis-Yasin, Ghizer and Gilgit districts.', 'The Gilgit River originates from Shandur Lake and proceeds to join the Indus River in proximity to the towns of Juglot and Bunji.']"
The rides are believed to be some of the first naked bike rides organized in the world.,"['Nackt-Radtour, Karlsruher FKK Rad-Classics and Karlsruher Nacktradeltour are references used to describe annual naked cycling tours in Germany, many of which happen around Karlsruhe.', 'Organizers describe the event as recreational rather than political.', 'Full and partial (especially topfree) nudity is encouraged, but not mandatory, on all rides.']"
The novel is believed to be a lampoon of Marcus Garvey's Back-to-Africa movement and the Black Star Line.,"['Black Empire was a tongue-in-cheek speculative fiction novel by conservative African-American writer George S. Schuyler originally published under his pseudonym of Samuel I. Brooks.', 'The two halves of the book originally ran as weekly serials in the Pittsburgh Courier.', '""Black Internationale"" ran in the Courier from November 1936 to July 1937, ""Black Empire"" ran from October 1937 to April 1938.', ""Combined and edited in 1993 by Robert A. Hill and R. Kent Rasmussen, editors at UCLA's Marcus Garvey Papers, the collected novel detailed the attempts of a radical African-American group called the Black Internationale, equipped with superscience and led by the charismatic Doctor Belsidus, who succeed in creating their own independent nation on the African continent.""]"
"In 2010, it was believed that she was still recording an album after the long wait.","['The album peaked at number 20 on the Billboard 200, gaining Gold certification in early 2006.', 'The first and only single from the album, ""Confessions of a Broken Heart (Daughter to Father)"", peaked at number 57 on the Billboard Hot 100, making it Lohan\'s first song to debut on the chart.', 'In 2007, Lohan commenced work on a third album following a move to the Universal Motown label.', 'A promotional single, ""Bossy"", released in May 2008, was written by Ne-Yo and Stargate.', 'The album was initially due for release in late 2008, however, Lohan announced in November 2008 that work on the album had stalled.']"
