original,target,context,tense,form,person
REN - SRE is thought and possibly known to act by destabilising the REN messenger RNA ( mRNA ) and promoting degradation of the mRNA sequence .,REN - SRE is thought but not known to act by destabilising the REN messenger RNA ( mRNA ) and promoting degradation of the mRNA sequence .,"[""The Renin stability regulatory element (REN-SRE) is a cis-acting element identified in the 3'untranslated region (3'UTR) of the renin (REN) gene."", ""It acts to regulate the levels of renin protein produced in the cell."", ""Renin is secreted by renal juxtaglomerular cells and catalyses the conversion of angiotensinogen into angiotensin I which is the rate-limiting step in the production of angiotensin II."", ""Angiotensin II induces hypertension and REN therefore requires tight expression control.""]",past,fin,none
The family is thought and possibly known to promote the synthesis of minus strand RNA to form viral dsRNA .,The family is thought but not known to promote the synthesis of minus strand RNA to form viral dsRNA .,"[""This family represents a rotavirus cis-acting replication element (CRE) found at the 3'-end of rotavirus mRNAs.""]",past,fin,none
CAL binding is thought and possibly known to be related to viral pathogenesis and in particular arthritis which occurs frequently in rubella infections in adults and is independent of viral viability .,CAL binding is thought but not known to be related to viral pathogenesis and in particular arthritis which occurs frequently in rubella infections in adults and is independent of viral viability .,"[""The Rubella virus 3\u2032 cis-acting element RNA family represents a cis-acting element found at the 3\u2032 UTR in the rubella virus."", ""This family contains three conserved step loop structures."", ""Calreticulin (CAL), which is known to bind calcium in most eukaryotic cells, is able to specifically bind to the first stem loop of this RNA.""]",past,fin,none
All stem loop structures are thought and possibly known to be important for efficient viral replication and deletion of stem loop three is known to be lethal .,All stem loop structures are thought but not known to be important for efficient viral replication and deletion of stem loop three is known to be lethal .,"[""The Rubella virus 3\u2032 cis-acting element RNA family represents a cis-acting element found at the 3\u2032 UTR in the rubella virus."", ""This family contains three conserved step loop structures."", ""Calreticulin (CAL), which is known to bind calcium in most eukaryotic cells, is able to specifically bind to the first stem loop of this RNA."", ""CAL binding is thought to be related to viral pathogenesis and in particular arthritis which occurs frequently in rubella infections in adults and is independent of viral viability.""]",past,fin,none
"RydC is thought and possibly known to regulate a mRNA , yejABEF , which encodes an ABC transporter protein .","RydC is thought but not known to regulate a mRNA , yejABEF , which encodes an ABC transporter protein .","[""RydC is a bacterial non-coding RNA.""]",past,fin,none
The Hfq / RydC complex is then thought and possibly known to bind to the target mRNA and induce its degradation .,The Hfq / RydC complex is then thought but not known to bind to the target mRNA and induce its degradation .,"[""RydC is a bacterial non-coding RNA."", ""RydC is thought to regulate a mRNA, yejABEF, which encodes an ABC transporter protein."", ""RydC is known to bind the Hfq protein, which causes a conformational change in the RNA molecule.""]",past,fin,none
This class are thought and possibly known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,This class are thought but not known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,"[""In molecular biology, U71 belongs to the H/ACA class of Small nucleolar RNA (snoRNAs)."", ""snoRNAs bind a number of proteins (including dyskerin, Gar1p and Nop10p in the case of the H/ACA class) to form snoRNP complexes.""]",past,fin,none
This class is thought and possibly known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,This class is thought but not known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,"[""In molecular biology, Small nucleolar RNA SNORA74 (U19) belongs to the H/ACA class of snoRNAs."", ""snoRNAs bind a number of proteins (including dyskerin, Gar1p and Nop10p in the case of the H/ACA class) to form snoRNP complexes.""]",past,fin,none
This class are thought and possibly known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,This class are thought but not known to guide the sites of modification of uridines to pseudouridines by forming direct base pairing interactions with substrate RNAs .,"[""In molecular biology, U23 belongs to the H/ACA class of snoRNAs."", ""snoRNAs bind a number of proteins (including dyskerin, Gar1p and Nop10p in the case of the H/ACA class) to form snoRNP complexes.""]",past,fin,none
U25 is thought and possibly known to as a 2 ' - O - ribose methylation guide for ribosomal RNA .,U25 is thought but not known to as a 2 ' - O - ribose methylation guide for ribosomal RNA .,"[""This type of modifying RNA is located in the nucleolus of the eukaryotic cell which is a major site of snRNA biogenesis."", ""It is known as a small nucleolar RNA (snoRNA) and also often referred to as a guide RNA."", ""U25 is a member of the C/D box class of snoRNAs which contain the conserved sequence motifs known as the C box (UGAUGA) and the D box (CUGA)."", ""Most of the members of the box C/D family function in directing site-specific 2'-O-methylation of substrate RNAs."", ""U25 is found in gene clusters in plants  and within the U22 snoRNA host gene (UHG) in mammals.""]",past,fin,none
"Unusually for a snoRNA although the selection of the target nucleotide requires the antisense element and the conserved box D or D ' of the snoRNA , in the case of U34 snoRNP the methyltransferase activity is thought and possibly known to reside in one of the protein components .","Unusually for a snoRNA although the selection of the target nucleotide requires the antisense element and the conserved box D or D ' of the snoRNA , in the case of U34 snoRNP the methyltransferase activity is thought but not known to reside in one of the protein components .","[""It is known as a small nucleolar RNA (snoRNA) and also often referred to as a guide RNA."", ""snoRNA U34 belongs to the C/D box class of snoRNAs which contain the conserved sequence motifs known as the C box (UGAUGA) and the D box (CUGA)."", ""Most of the members of the box C/D family function in directing site-specific 2'-O-methylation of substrate RNAs."", ""snoRNA U34 was initially characterised by a computational screen and in the human genome is encoded within intron 5 of the gene for ribosomal protein L13a."", ""U34 is predicted to guide site-specific 2'-O-methylation of 25S rRNAs.""]",past,fin,none
